metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg %ident	# proteins	
4441682.3	Carbohydrates	Polysaccharides	Alpha-Amylase locus in Streptocococcus	putative esterase	2	-1.5	64.77	2	
4441682.3	Protein Metabolism	Protein degradation	Aminopeptidases (EC 3.4.11.-)	Aminopeptidase S (Leu, Val, Phe, Tyr preference) (EC 3.4.11.24)	3	-2.66667	74.93	3	
4441682.3	Protein Metabolism	Protein degradation	Aminopeptidases (EC 3.4.11.-)	Aminopeptidase Y (Arg, Lys, Leu preference) (EC 3.4.11.15)	1	2	68.42	1	
4441682.3	Protein Metabolism	Protein degradation	Aminopeptidases (EC 3.4.11.-)	Cytosol aminopeptidase PepA (EC 3.4.11.1)	1	3	76.47	1	
4441682.3	Protein Metabolism	Protein degradation	Aminopeptidases (EC 3.4.11.-)	Membrane alanine aminopeptidase N (EC 3.4.11.2)	5	-3.6	75.628	4	
4441682.3	Protein Metabolism	Protein degradation	Aminopeptidases (EC 3.4.11.-)	Xaa-Pro aminopeptidase (EC 3.4.11.9)	2	3	92.31	2	
4441682.3	Nitrogen Metabolism	Ammonia assimilation	-	Ammonium transporter	3	-3.66667	85.1667	3	
4441682.3	Nitrogen Metabolism	Ammonia assimilation	-	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	1	-1	72	1	
4441682.3	Nitrogen Metabolism	Ammonia assimilation	-	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	8	-2.625	76.9563	7	
4441682.3	Nitrogen Metabolism	Ammonia assimilation	-	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	6	-2	76.5967	5	
4441682.3	Nitrogen Metabolism	Ammonia assimilation	-	Glutamine synthetase, clostridia type (EC 6.3.1.2)	1	1	92.86	1	
4441682.3	Nitrogen Metabolism	Ammonia assimilation	-	Glutamine synthetase type I (EC 6.3.1.2)	5	-2.4	72.188	4	
4441682.3	Nitrogen Metabolism	Ammonia assimilation	-	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	18	-6.47059	84.0976	11	
4441682.3	Nucleosides and Nucleotides	AMP to 3-phosphoglycerate	-	AMP phosphohydrolase	1	0	61.54	1	
4441682.3	Metabolism of Aromatic Compounds	Anaerobic degradation of aromatic compounds	Anaerobic benzoate metabolism	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	2	-4.5	77.945	2	
4441682.3	Metabolism of Aromatic Compounds	Anaerobic degradation of aromatic compounds	Anaerobic benzoate metabolism	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	9	-1	80.9638	8	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	2,4-diaminopentanoate dehydrogenase (EC 1.4.1.12)	4	-6.25	83.015	3	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	2-amino-4-ketopentanoate thiolase, alpha subunit	1	-5	62.86	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	2-amino-4-ketopentanoate thiolase, beta subunit	2	-1.5	75.845	2	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	D-Ornithine 4,5-aminomutase S subunit (EC 5.4.3.5)	2	-1.5	82.795	2	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Anaerobic Oxidative Degradation of L-Ornithine	Probable reactivating factor for D-ornithine aminomutase	1	-8	90.32	1	
4441682.3	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Anaerobic dehydrogenases, typically selenocysteine-containing	3	-5.33333	84.5667	3	
4441682.3	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.99.-)	5	-0.6	75.316	5	
4441682.3	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.99.-)	1	3	100	1	
4441682.3	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Arsenate reductase (EC 1.20.4.1)	4	2.75	92.31	4	
4441682.3	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	10	-4.1	85.971	9	
4441682.3	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	CoB--CoM heterodisulfide reductase subunit A (EC 1.8.98.1)	11	-3.36364	79.1373	7	
4441682.3	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	CoB--CoM heterodisulfide reductase subunit B (EC 1.8.98.1)	2	-8	88.025	2	
4441682.3	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits	1	3	75	1	
4441682.3	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Ferredoxin reductase	1	2	80	1	
4441682.3	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	1	2	84.62	1	
4441682.3	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Formate dehydrogenase -O, gamma subunit (EC 1.2.1.2)	1	4	75	1	
4441682.3	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	heterodisulfide reductase, iron-sulfur binding subunit, putative	1	-6	81.48	1	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal lipids	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	9	-1	80.9638	8	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal lipids	Dimethylallyltransferase (EC 2.5.1.1)	6	-1.5	67.3983	6	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal lipids	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	3	-2	71.65	2	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal lipids	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	6	-1.5	67.3983	6	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal lipids	Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	5	-2	67.278	5	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal lipids	Glycerol-1-phosphate dehydrogenase [NAD(P)] (EC 1.1.1.261)	3	-4.66667	75.4967	2	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal lipids	Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	1	-4	74.07	1	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal lipids	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	1	-6	95.83	1	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal lipids	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)	2	-1	70.14	2	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal lipids	Mevalonate kinase (EC 2.7.1.36)	1	-8	93.1	1	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal lipids	Putative Zn-dependent hydrolase in polyisoprenoid biosynthetic cluster	1	-4	91.3	1	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal lipids	(S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase	3	-0.333333	78.7167	3	
4441682.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal lipids	(S)-3-O-geranylgeranylglyceryl phosphate synthase	1	3	100	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy conserving hydrogenase Eha associated protein (protein S)	2	-8.5	84.47	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy conserving hydrogenase Eha associated protein, ribokinase homolog (protein T)	1	0	59.26	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy conserving hydrogenase Eha large subunit homolog (protein O)	1	-9	87.5	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy conserving hydrogenase Eha polyferredoxin (protein P3)	2	-6	77.395	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy conserving hydrogenase Eha proton-sodium antiporter homolog protein H	1	-5	75.76	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy conserving hydrogenase Eha small subunit homolog (protein N)	1	-11	91.18	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy conserving hydrogenase Eha transmembrane protein D	1	-10	83.78	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy conserving hydrogenase Eha transmembrane protein G	1	-3	70.37	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy conserving hydrogenase Ehb large subunit (protein N)	1	-12	97.14	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy conserving hydrogenase Ehb polyferredoxin (protein K)	1	-8	83.33	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy conserving hydrogenase Ehb protein A	1	-9	85.29	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy conserving hydrogenase Ehb protein H	1	-3	76	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy conserving hydrogenase Ehb protein J	2	-3.5	65	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy-conserving hydrogenase (ferredoxin), subunit B	2	-6	81.2	1	
4441682.3	Respiration	Reverse electron transport	Archaeal membrane bound hydrogenases	Energy-conserving hydrogenase (ferredoxin), subunit E	2	-4.5	81.985	2	
4441682.3	Miscellaneous	Archease2	-	tRNA and rRNA cytosine-C5-methylase Type 1	2	-4	75	1	
4441682.3	Miscellaneous	Archease2	-	tRNA/RNA cytosine-C5-methylase (EC 2.1.1.-)	1	-5	77.78	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Agmatinase (EC 3.5.3.11)	1	-11	88.57	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Agmatine deiminase (EC 3.5.3.12)	1	0	68.42	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Arginase (EC 3.5.3.1)	1	-5	65.62	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Arginine ABC transporter, periplasmic arginine-binding protein ArtI	1	2	85.71	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Arginine decarboxylase (EC 4.1.1.19)	1	-3	74.07	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Arginine deiminase (EC 3.5.3.6)	2	-8	85	2	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Arginine/ornithine antiporter ArcD	2	3.5	83.335	2	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Arginine pathway regulatory protein ArgR, repressor of arg regulon	3	-2.66667	75.8333	3	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Carbamate kinase (EC 2.7.2.2)	10	-3.1	75.209	9	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	5	0	80.964	5	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	6	-7.33333	82.52	6	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Ornithine carbamoyltransferase (EC 2.1.3.3)	8	-7.85714	88.3357	5	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Ornithine cyclodeaminase (EC 4.3.1.12)	3	-1.66667	63.1267	3	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Ornithine decarboxylase (EC 4.1.1.17)	1	-3	74.07	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Succinylornithine transaminase (EC 2.6.1.81)	1	-7	75.76	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylglutamate kinase (EC 2.7.2.8)	9	-0.888889	76.58	9	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine aminotransferase (EC 2.6.1.11)	6	-4.16667	76.555	6	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine deacetylase (EC 3.5.1.16)	5	-3.2	82.894	4	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Arginine pathway regulatory protein ArgR, repressor of arg regulon	3	-2.66667	75.8333	3	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Argininosuccinate lyase (EC 4.3.2.1)	16	-4.4375	79.0081	14	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Argininosuccinate synthase (EC 6.3.4.5)	11	-4.72727	84.9136	7	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Glutamate N-acetyltransferase (EC 2.3.1.35)	2	-2	74.91	2	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	4	-1.25	88.105	4	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylglutamate synthase (EC 2.3.1.1)	2	-2	74.91	2	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	1	3	80	1	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Ornithine carbamoyltransferase (EC 2.1.3.3)	8	-7.85714	88.3357	5	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Deiminase Pathway	Arginine deiminase (EC 3.5.3.6)	2	-8	85	2	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Deiminase Pathway	Arginine/ornithine antiporter ArcD	2	3.5	83.335	2	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Deiminase Pathway	Arginine pathway regulatory protein ArgR, repressor of arg regulon	3	-2.66667	75.8333	3	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Deiminase Pathway	Carbamate kinase (EC 2.7.2.2)	10	-3.1	75.209	9	
4441682.3	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Deiminase Pathway	Ornithine carbamoyltransferase (EC 2.1.3.3)	8	-7.85714	88.3357	5	
4441682.3	Metabolism of Aromatic Compounds	Aromatic Amin Catabolism	-	Aldehyde dehydrogenase (EC 1.2.1.3), PaaZ	2	-5	89.605	2	
4441682.3	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic amino acid degradation	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-)	1	-8	84.85	1	
4441682.3	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic amino acid degradation	5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10)	1	-8	84.38	1	
4441682.3	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic amino acid degradation	5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68)	1	-8	84.85	1	
4441682.3	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic amino acid degradation	Tryptophanase (EC 4.1.99.1)	7	-6	83.1086	6	
4441682.3	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic amino acid interconversions with aryl acids	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	10	-3.88889	73.2678	8	
4441682.3	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic amino acid interconversions with aryl acids	Phenylacetate-coenzyme A ligase (EC 6.2.1.30)	13	-6	80.79	12	
4441682.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Arsenic resistance	Arsenate reductase (EC 1.20.4.1)	4	2.75	92.31	4	
4441682.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Arsenic resistance	Arsenical pump-driving ATPase (EC 3.6.3.16)	3	-3.33333	77.27	2	
4441682.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Arsenic resistance	Arsenical-resistance protein ACR3	2	-4.5	86.805	2	
4441682.3	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	27	-2.88889	74.3759	25	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g01770	Protein of unknown function DUF1446	3	-0.333333	79.84	3	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g01770	Uncharacterized transporter, similarity to citrate transporter	1	-7	77.42	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g10830	NADH dehydrogenase I subunit 4, Involved in photosystem-1 cyclic electron flow	1	2	76.47	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g10830	NADH dehydrogenase subunit 4, Involved in CO2 fixation	1	2	76.47	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g10830	RuBisCO operon transcriptional regulator	1	2	85.71	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g14345	Inner membrane protein translocase component YidC, short form OxaI-like	2	-2.5	58.9	2	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g14345	LSU ribosomal protein L34p	1	-1	94.12	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g14345	RNA-binding protein Jag	3	-0.333333	86.8833	3	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g24340	FAD-binding monooxygenase, PheA/TfdB family, similarity to 2,4-dichlorophenol 6-monooxygenase	1	2	70	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g26220 At1g32070	Site-specific recombinase XerD	3	-2	83.81	3	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g26220 At1g32070	Tyrosine recombinase XerC	4	-0.25	68.31	4	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g48360	DinG family ATP-dependent helicase CPE1197	2	-2	79.435	2	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g52510 AT4G12830 (COG0596)	3-beta hydroxysteroid dehydrogenase/isomerase family protein in hypothetical gene cluster	1	2	84.62	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g52510 AT4G12830 (COG0596)	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII in hypothetical gene cluster	1	2	63.64	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g52510 AT4G12830 (COG0596)	omega-3 polyunsaturated fatty acid synthase subunit, PfaC	2	2.5	79.81	2	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g54520	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	1	3	84.62	1	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g54520	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	2	-1.5	82.5	2	
4441682.3	Miscellaneous	Plant-Prokaryote DOE project	At1g69340 At2g40600	Cardiolipin synthetase (EC 2.7.8.-)	3	1.33333	73.5633	3	
