Feature ID	score	A	B	T	idQM	idQA	idQB	idAB	idQT	LY	LN	LA	RY	RN	RA	div	YN
207973;size=12	0.0158	220101;size=174	205839;size=116	220101;size=174	91.8	91.4	89.8	95.9	91.4	6	1	3	2	1	15	0.4	N
211380;size=12	0.0628	220101;size=174	557983;size=32	220101;size=174	94.8	94.0	88.8	89.7	94.0	18	4	8	2	0	0	0.9	N
212202;size=12	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
213922;size=12	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
221151;size=12	0.0289	933902;size=34	250289;size=44	250289;size=44	77.4	72.2	76.5	73.9	76.5	2	0	0	24	12	41	0.9	N
224043;size=12	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
225158;size=12	0.1435	236255;size=185	220101;size=174	236255;size=185	100.0	98.8	97.6	96.3	98.8	6	0	0	3	0	0	1.2	N
2340593;size=12	0.0195	236255;size=185	1144696;size=34	236255;size=185	82.3	81.9	75.3	77.8	81.9	29	12	27	2	1	3	0.4	N
241470;size=12	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
2459352;size=12	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
250693;size=12	0.0397	1106524;size=36	556931;size=26	556931;size=26	84.7	80.7	82.3	80.7	82.3	13	7	13	14	4	14	2.4	N
279459;size=12	0.0419	2957830;size=28	654524;size=72	2957830;size=28	79.6	78.0	74.3	78.8	78.0	16	3	9	13	9	29	1.6	N
317632;size=12	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
340913;size=12	0.0534	4379915;size=181	4409533;size=206	4379915;size=181	94.6	94.1	89.5	93.3	94.1	12	0	10	2	1	2	0.4	N
3755710;size=12	0.0812	2261663;size=31	2957830;size=28	2261663;size=31	96.7	96.3	83.7	82.0	96.3	36	4	3	2	1	0	0.4	N
4019363;size=12	0.0624	1066562;size=85	855511;size=25	1066562;size=85	92.4	90.8	89.9	89.9	90.8	10	4	14	4	0	0	1.7	N
4135995;size=12	0.0885	226697;size=26	810595;size=49	226697;size=26	91.5	90.7	82.1	80.1	90.7	25	2	9	9	7	3	0.8	N
4298720;size=12	0.0411	2261663;size=31	810595;size=49	810595;size=49	84.6	80.6	82.6	83.0	82.6	10	5	22	13	3	8	2.0	N
4302249;size=12	0.0505	810952;size=48	156895;size=26	810952;size=48	82.8	81.5	69.8	67.2	81.5	40	10	17	10	7	6	1.3	N
4399405;size=12	0.0277	2261663;size=31	1144696;size=34	1144696;size=34	84.5	80.8	83.7	79.6	83.7	2	0	0	25	16	22	0.8	N
4449883;size=12	0.0226	4379915;size=181	2834455;size=266	4379915;size=181	88.4	88.0	84.6	90.0	88.0	12	3	14	4	3	8	0.4	N
510555;size=12	0.0511	4370064;size=26	625385;size=113	625385;size=113	96.6	94.9	95.3	96.2	95.3	3	0	0	5	1	7	1.3	N
544639;size=12	0.0085	818371;size=24	579647;size=36	579647;size=36	96.4	95.6	96.0	98.8	96.0	1	0	8	2	0	1	0.4	N
591364;size=12	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1029;size=11	0.0195	136106;size=69	659067;size=38	136106;size=69	69.3	68.4	64.8	72.5	68.4	26	15	57	3	1	2	0.8	N
1104923;size=11	0.0649	226718;size=35	710555;size=49	710555;size=49	94.4	83.3	94.0	82.9	94.0	3	2	1	30	4	6	0.4	N
1105138;size=11	0.0198	213804;size=36	1044436;size=41	1044436;size=41	81.4	77.6	80.6	83.5	80.6	2	0	5	17	8	31	0.8	N
1110225;size=11	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1112726;size=11	0.0465	705844;size=45	248032;size=39	705844;size=45	81.3	78.9	74.8	70.3	78.9	30	14	25	9	3	4	2.4	N
1138775;size=11	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
13180;size=11	0.0844	152039;size=26	2645712;size=143	2645712;size=143	81.4	72.0	78.4	72.5	78.4	8	1	5	34	12	26	3.0	N
136773;size=11	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
203744;size=11	0.0655	226718;size=35	220381;size=28	220381;size=28	88.8	84.6	85.8	83.3	85.8	8	1	6	18	8	12	2.9	N
207042;size=11	0.454	585110;size=24	1142462;size=53	1142462;size=53	96.7	82.1	94.3	78.9	94.3	6	0	0	40	4	4	2.4	Y
220373;size=11	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
222240;size=11	0.0282	810952;size=48	587313;size=118	810952;size=48	82.5	82.1	72.1	70.3	82.1	34	10	28	2	1	1	0.4	N
227390;size=11	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
235789;size=11	0.1668	4396491;size=24	248032;size=39	248032;size=39	97.1	89.2	95.4	87.1	95.4	4	0	1	23	4	2	1.7	N
238626;size=11	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
2406253;size=11	0.041	841927;size=29	4379915;size=181	4379915;size=181	90.9	86.0	90.1	89.7	90.1	2	0	2	16	4	16	0.8	N
253827;size=11	0.0379	625385;size=113	1044436;size=41	1044436;size=41	90.6	81.1	90.1	81.5	90.1	2	1	1	28	6	14	0.4	N
270276;size=11	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
3580756;size=11	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4375011;size=11	0.0293	821510;size=34	1044436;size=41	1044436;size=41	98.3	96.7	97.9	97.1	97.9	2	1	0	4	0	3	0.4	N
4391424;size=11	0.0453	4409534;size=29	4409533;size=206	4409533;size=206	93.7	88.7	92.9	85.7	92.9	8	6	2	16	4	3	0.8	N
4419523;size=11	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
52466;size=11	0.0108	4379915;size=181	841927;size=29	4379915;size=181	81.7	81.2	80.0	90.0	81.2	7	3	13	5	4	24	0.4	N
550708;size=11	0.0318	151071;size=55	236371;size=24	151071;size=55	87.0	86.2	84.9	95.0	86.2	5	0	0	4	2	29	0.8	N
571363;size=11	0.0133	549009;size=22	588387;size=63	549009;size=22	96.6	96.2	95.4	95.4	96.2	6	3	5	1	0	0	0.4	N
592414;size=11	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
671574;size=11	0.0364	556931;size=26	4363325;size=34	556931;size=26	84.6	84.2	80.3	73.9	84.2	14	4	0	19	18	14	0.4	N
824674;size=11	0.0826	810595;size=49	821510;size=34	810595;size=49	90.2	89.4	80.8	84.5	89.4	26	3	21	2	0	0	0.8	N
847278;size=11	0.0321	659067;size=38	2834455;size=266	659067;size=38	83.2	82.8	72.7	71.8	82.8	36	11	22	5	4	3	0.4	N
863515;size=11	0.0491	1066562;size=85	2645712;size=143	2645712;size=143	84.6	80.6	81.4	82.2	81.4	14	6	22	14	4	6	3.2	N
920257;size=11	0.0137	810595;size=49	2957830;size=28	810595;size=49	82.1	81.3	80.5	85.8	81.3	11	7	26	5	3	8	0.8	N
956789;size=11	0.0732	220101;size=174	954745;size=82	954745;size=82	99.6	97.5	98.8	97.1	98.8	2	0	1	5	0	0	0.8	N
1061084;size=10	0.0397	2261663;size=31	985891;size=21	985891;size=21	84.8	79.5	84.4	79.1	84.4	13	12	14	16	3	8	0.4	N
1143255;size=10	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
138506;size=10	0.0259	933902;size=34	2216436;size=33	2216436;size=33	78.5	73.8	77.6	74.7	77.6	2	0	1	24	13	37	0.8	N
143935;size=10	0.0411	238582;size=22	954745;size=82	238582;size=22	82.3	81.4	72.3	69.3	81.4	41	18	23	2	0	0	0.9	N
212324;size=10	0.0222	1109016;size=31	954745;size=82	954745;size=82	86.4	84.3	85.1	92.8	85.1	4	1	6	8	3	22	1.3	N
225503;size=10	0.0438	236255;size=185	2261663;size=31	236255;size=185	83.7	82.4	78.7	79.1	82.4	25	13	25	3	0	1	1.3	N
226074;size=10	0.0386	277604;size=30	213804;size=36	213804;size=36	87.9	80.8	87.0	77.0	87.0	2	0	1	29	12	16	0.8	N
226487;size=10	0.0163	587313;size=118	1106524;size=36	1106524;size=36	94.5	93.2	94.1	96.6	94.1	3	2	5	3	0	6	0.4	N
227170;size=10	0.1182	220798;size=22	567134;size=24	220798;size=22	96.8	96.0	89.5	88.7	96.0	19	1	3	5	3	1	0.8	N
243632;size=10	0.0677	4308710;size=73	2645712;size=143	2645712;size=143	87.0	79.0	84.9	77.3	84.9	6	1	5	29	10	15	2.1	N
249749;size=10	0.0465	818371;size=24	236371;size=24	236371;size=24	85.0	80.9	82.9	78.5	82.9	6	1	2	27	17	17	2.0	N
254116;size=10	0.0242	248032;size=39	4396491;size=24	248032;size=39	88.9	88.5	86.3	88.0	88.5	8	2	9	9	8	7	0.4	N
256597;size=10	0.0956	4379915;size=181	4409534;size=29	4379915;size=181	93.9	91.9	87.0	84.6	91.9	22	5	8	7	2	0	2.0	N
2582923;size=10	0.0331	832287;size=39	151071;size=55	151071;size=55	83.1	77.5	82.6	81.4	82.6	10	9	13	16	3	15	0.4	N
284008;size=10	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
316260;size=10	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
3384225;size=10	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4313776;size=10	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4446018;size=10	0.0163	1044436;size=41	821510;size=34	1044436;size=41	90.3	89.9	88.6	97.0	89.9	4	0	1	2	1	21	0.4	N
4454014;size=10	0.0519	226697;size=26	723690;size=20	723690;size=20	91.1	85.7	90.3	90.7	90.3	3	1	0	15	2	18	0.8	N
544697;size=10	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
554212;size=10	0.1743	567134;size=24	1142462;size=53	567134;size=24	95.5	92.7	91.5	89.4	92.7	14	4	7	7	0	0	2.8	N
560524;size=10	4.091	216644;size=22	625385;size=113	216644;size=22	99.6	94.2	81.7	76.2	94.2	43	0	1	13	0	0	5.4	Y
570520;size=10	0.0376	4379915;size=181	2834455;size=266	4379915;size=181	92.6	91.4	89.3	90.1	91.4	12	4	8	5	2	4	1.2	N
638638;size=10	0.128	246248;size=21	556931;size=26	556931;size=26	88.6	80.9	86.4	81.4	86.4	5	0	0	25	7	20	2.1	N
660036;size=10	0.0186	4408088;size=26	826242;size=28	4408088;size=26	82.5	82.0	81.6	80.7	82.0	2	0	0	17	16	24	0.4	N
804959;size=10	0.974	1044436;size=41	222564;size=75	1044436;size=41	99.2	96.7	89.3	87.7	96.7	24	0	2	6	0	0	2.5	Y
818104;size=10	0.1696	612770;size=33	810595;size=49	810595;size=49	96.3	82.9	95.9	81.7	95.9	5	4	0	34	1	4	0.4	N
819616;size=10	0.131	567134;size=24	579647;size=36	579647;size=36	96.0	79.5	95.6	78.7	95.6	2	1	0	43	2	7	0.4	N
90773;size=10	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1107754;size=9	0.0275	2957830;size=28	3541724;size=26	2957830;size=28	81.0	80.1	76.2	77.9	80.1	22	11	32	2	0	1	0.9	N
182748;size=9	0.036	160457;size=43	238582;size=22	238582;size=22	85.2	78.6	83.8	76.0	83.8	12	9	10	23	8	7	1.3	N
1829920;size=9	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
212306;size=9	0.0442	541715;size=18	4459956;size=36	541715;size=18	81.7	80.5	75.9	86.3	80.5	17	3	36	3	0	5	1.2	N
215700;size=9	0.0475	556931;size=26	625385;size=113	556931;size=26	97.2	96.4	95.5	92.3	96.4	4	0	0	8	6	1	0.8	N
217784;size=9	0.0258	2645712;size=143	810595;size=49	2645712;size=143	81.5	79.8	78.2	80.7	79.8	15	7	27	7	3	8	1.6	N
224590;size=9	0.1241	855511;size=25	220381;size=28	220381;size=28	92.3	87.4	88.7	85.4	88.7	14	5	7	13	1	6	3.6	N
237447;size=9	0.0372	2645712;size=143	2261663;size=31	2645712;size=143	83.3	82.5	76.0	82.5	82.5	22	4	13	6	4	20	0.8	N
238902;size=9	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
247538;size=9	0.0264	2645712;size=143	1143902;size=19	1143902;size=19	87.0	78.2	86.6	80.8	86.6	1	0	0	29	8	23	0.4	N
253167;size=9	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
3272674;size=9	0.3007	4326623;size=25	541715;size=18	4326623;size=25	93.8	90.0	82.6	78.4	90.0	28	1	7	13	4	3	3.7	Y
332361;size=9	0.0405	236371;size=24	810595;size=49	236371;size=24	87.0	85.0	84.6	83.4	85.0	7	1	5	16	11	15	2.0	N
344575;size=9	0.0375	210633;size=18	248032;size=39	248032;size=39	96.2	94.1	95.3	95.8	95.3	2	0	1	6	1	7	0.8	N
4314930;size=9	0.0503	156895;size=26	329628;size=91	156895;size=26	97.1	96.7	86.7	84.6	96.7	30	5	2	1	0	0	0.4	N
4329068;size=9	0.7373	593863;size=27	2216508;size=27	2216508;size=27	95.1	70.8	92.6	70.4	92.6	7	1	1	60	1	9	2.5	Y
4334908;size=9	0.0181	253644;size=18	625385;size=113	625385;size=113	78.9	74.8	78.0	75.2	78.0	6	4	12	23	13	23	0.8	N
4358275;size=9	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4409535;size=9	0.0132	4379915;size=181	4402415;size=19	4402415;size=19	89.5	88.3	88.7	96.2	88.7	3	1	17	4	1	6	0.8	N
4465496;size=9	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
554773;size=9	0.0231	659067;size=38	802110;size=21	802110;size=21	88.4	86.8	87.6	85.2	87.6	2	0	0	17	13	16	0.8	N
556116;size=9	0.0368	103861;size=22	256656;size=36	256656;size=36	90.3	83.0	89.9	85.0	89.9	2	1	0	22	4	19	0.4	N
581655;size=9	0.0261	812105;size=21	1044436;size=41	812105;size=21	84.8	84.4	79.3	81.0	84.4	17	4	17	5	4	11	0.4	N
590993;size=9	0.0424	579647;size=36	226697;size=26	579647;size=36	88.6	87.8	79.7	75.6	87.8	37	15	12	2	0	1	0.8	N
610383;size=9	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
692922;size=9	0.0319	556931;size=26	207672;size=22	207672;size=22	88.3	78.7	87.9	82.8	87.9	1	0	0	29	6	22	0.4	N
807622;size=9	0.0434	821510;size=34	684111;size=35	821510;size=34	84.7	83.5	80.6	78.2	83.5	25	15	23	3	0	0	1.2	N
824904;size=9	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
825188;size=9	0.2227	253644;size=18	556931;size=26	556931;size=26	91.9	74.5	90.3	72.9	90.3	4	0	0	50	7	13	1.6	N
1053711;size=8	0.2431	855511;size=25	588387;size=63	588387;size=63	91.6	86.1	87.0	84.9	87.0	13	2	11	13	0	7	4.6	N
105982;size=8	0.0049	4349212;size=48	705844;size=45	4349212;size=48	93.4	93.0	93.0	97.9	93.0	1	0	1	2	1	14	0.4	N
107713;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1105523;size=8	0.0214	1109016;size=31	1106691;size=17	1106691;size=17	85.7	83.2	84.9	90.3	84.9	2	0	2	13	7	25	0.8	N
1112651;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
1126654;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
136760;size=8	0.0129	1066562;size=85	221964;size=24	1066562;size=85	76.1	75.2	75.2	82.8	75.2	2	0	3	13	11	43	0.8	N
151897;size=8	0.0122	216644;size=22	1113203;size=21	1113203;size=21	90.4	88.3	90.0	96.7	90.0	1	0	1	6	1	21	0.4	N
154224;size=8	0.1504	1066562;size=85	556931;size=26	556931;size=26	89.5	79.1	87.9	82.8	87.9	4	0	1	29	4	20	1.7	N
155088;size=8	0.0289	908911;size=17	213804;size=36	908911;size=17	82.8	80.3	79.9	81.6	80.3	13	6	7	14	8	20	2.5	N
161332;size=8	0.0119	4349212;size=48	705844;size=45	705844;size=45	96.7	95.9	96.3	97.9	96.3	2	1	3	2	0	4	0.4	N
1782491;size=8	0.0977	4326623;size=25	4458222;size=114	4326623;size=25	89.9	87.2	80.2	78.0	87.2	26	4	8	11	5	6	2.6	N
178300;size=8	0.043	593863;size=27	810952;size=48	593863;size=27	84.2	81.3	80.1	80.1	81.3	16	6	12	10	3	17	2.9	N
2152199;size=8	0.0308	810595;size=49	1044436;size=41	810595;size=49	90.9	90.1	87.7	84.8	90.1	19	11	11	2	0	0	0.8	N
217297;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
217742;size=8	0.0084	1112108;size=16	220101;size=174	1112108;size=16	98.8	98.3	98.3	98.3	98.3	1	0	0	2	1	2	0.4	N
220395;size=8	0.0498	1142462;size=53	575708;size=18	575708;size=18	97.5	95.4	96.7	96.7	96.7	2	0	2	5	0	4	0.8	N
222611;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
223415;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
227064;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
235884;size=8	0.0581	4458222;size=114	151071;size=55	4458222;size=114	92.3	91.9	83.8	89.7	91.9	20	0	17	1	0	1	0.4	N
238849;size=8	0.0159	236371;size=24	909520;size=17	909520;size=17	97.2	95.5	96.7	95.5	96.7	1	0	0	7	3	4	0.4	N
240726;size=8	0.0102	213804;size=36	810595;size=49	810595;size=49	94.2	93.0	93.8	98.4	93.8	1	0	1	3	0	13	0.4	N
242150;size=8	0.0523	1113779;size=18	835293;size=18	1113779;size=18	84.6	83.0	76.8	76.8	83.0	24	5	21	9	5	6	1.7	N
2505304;size=8	0.1121	4396491;size=24	249891;size=18	249891;size=18	89.3	79.9	85.7	76.2	85.7	17	8	8	27	4	6	3.7	N
254861;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
257132;size=8	0.0289	727764;size=19	223696;size=16	727764;size=19	95.5	94.7	93.9	94.3	94.7	7	3	8	2	0	0	0.8	N
2733656;size=8	0.0581	4408088;size=26	1144696;size=34	1144696;size=34	88.4	84.1	85.3	80.2	85.3	16	9	13	13	3	2	3.0	N
328307;size=8	0.014	579647;size=36	251133;size=21	579647;size=36	95.4	95.0	94.5	97.1	95.0	2	0	1	3	2	8	0.4	N
3453873;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
3504679;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
364646;size=8	0.0833	142319;size=19	213804;size=36	213804;size=36	85.0	80.1	84.6	81.3	84.6	15	14	19	12	0	4	0.4	N
3883632;size=8	0.0553	222997;size=17	694537;size=17	694537;size=17	83.0	77.9	80.9	81.3	80.9	6	1	2	19	7	30	2.1	N
4303797;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4321054;size=8	0.021	810952;size=48	311991;size=16	810952;size=48	87.4	87.0	82.9	83.7	87.0	21	10	19	3	2	0	0.4	N
4409183;size=8	0.988	4396491;size=24	248032;size=39	248032;size=39	99.6	88.4	97.5	86.7	97.5	5	0	1	27	0	0	2.1	Y
4416965;size=8	0.0189	151071;size=55	909520;size=17	909520;size=17	90.3	88.1	89.4	94.5	89.4	2	0	6	8	3	14	0.8	N
4424853;size=8	0.1947	832287;size=39	2645712;size=143	832287;size=39	86.7	82.3	79.9	79.9	82.3	24	7	22	11	0	4	4.4	N
4441015;size=8	0.0444	329628;size=91	868710;size=17	868710;size=17	81.0	75.2	79.3	78.5	79.3	5	1	2	26	12	31	1.7	N
4457032;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4461997;size=8	0.0466	221964;size=24	4370064;size=26	221964;size=24	91.5	90.2	88.0	94.0	90.2	9	1	11	3	0	8	1.3	N
4464808;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4470884;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
512382;size=8	0.028	221964;size=24	4459956;size=36	221964;size=24	89.5	88.2	87.3	95.8	88.2	5	0	11	4	1	13	1.3	N
520338;size=8	0.0628	311991;size=16	810952;size=48	311991;size=16	92.7	91.1	87.4	83.7	91.1	22	9	8	5	1	0	1.6	N
52053;size=8	0.7256	4396491;size=24	248032;size=39	248032;size=39	99.2	87.9	97.5	87.1	97.5	4	0	1	27	0	1	1.7	Y
535425;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
565567;size=8	0.0372	160457;size=43	710555;size=49	710555;size=49	86.9	80.1	86.4	77.1	86.4	11	10	10	22	6	5	0.4	N
587754;size=8	0.0919	855511;size=25	585110;size=24	855511;size=25	91.1	87.4	87.0	86.2	87.4	13	3	9	11	2	8	3.6	N
665551;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
713894;size=8	0.039	4379915;size=181	739481;size=16	739481;size=16	94.0	92.3	92.7	89.9	92.7	3	0	0	13	9	6	1.2	N
731671;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
806112;size=8	0.0108	236255;size=185	218936;size=19	236255;size=185	92.6	91.8	91.8	98.4	91.8	2	0	3	2	0	15	0.8	N
81508;size=8	0.012	4379915;size=181	4402415;size=19	4402415;size=19	95.0	93.3	94.6	96.2	94.6	1	0	6	5	1	5	0.4	N
818813;size=8	0.0121	1112108;size=16	1109016;size=31	1112108;size=16	93.0	92.5	91.6	96.9	92.5	3	0	7	2	1	8	0.4	N
825822;size=8	0.4721	826242;size=28	830358;size=22	826242;size=28	95.3	89.7	85.8	78.0	89.7	28	6	4	13	0	1	5.6	Y
830254;size=8	0.0237	156895;size=26	254514;size=18	156895;size=26	88.8	88.4	85.5	85.1	88.4	12	4	12	7	6	5	0.4	N
832844;size=8	0.0227	222564;size=75	849683;size=56	849683;size=56	96.4	95.2	95.6	94.8	95.6	3	1	1	6	3	4	0.8	N
833359;size=8	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
927380;size=8	0.0185	238672;size=25	541715;size=18	238672;size=25	71.4	69.7	69.7	85.7	69.7	5	1	4	10	6	57	1.7	N
961607;size=8	0.0344	723690;size=20	250289;size=44	250289;size=44	78.8	71.2	78.3	72.1	78.3	12	11	7	22	4	29	0.4	N
1042562;size=7	0.0213	1109016;size=31	4349352;size=14	4349352;size=14	95.8	94.5	95.0	97.1	95.0	2	0	5	4	1	4	0.8	N
1106111;size=7	0.0171	592443;size=15	4320239;size=51	4320239;size=51	88.8	87.5	87.9	95.4	87.9	5	3	19	3	0	5	0.8	N
1107775;size=7	0.0114	579647;size=36	251133;size=21	579647;size=36	92.0	91.6	91.1	97.0	91.6	2	0	1	3	2	16	0.4	N
1108823;size=7	0.0374	1105298;size=15	219781;size=15	219781;size=15	97.0	95.3	96.2	97.4	96.2	2	0	2	4	0	5	0.9	N
1112326;size=7	0.0201	248032;size=39	4460365;size=19	4460365;size=19	98.3	96.7	97.9	97.1	97.9	1	0	0	5	1	3	0.4	N
1113169;size=7	0.0346	828934;size=17	855806;size=23	855806;size=23	89.7	87.1	88.4	89.3	88.4	3	0	3	11	5	16	1.3	N
1113471;size=7	0.0221	1105298;size=15	219781;size=15	1105298;size=15	97.4	96.6	96.6	97.4	96.6	2	0	0	3	1	5	0.9	N
137302;size=7	0.2212	1106528;size=17	226697;size=26	1106528;size=17	96.3	94.6	88.8	89.7	94.6	19	1	5	4	0	3	1.7	N
142321;size=7	0.0094	2264930;size=16	256656;size=36	256656;size=36	86.6	85.8	86.2	90.3	86.2	2	1	1	8	6	25	0.4	N
152808;size=7	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
154220;size=7	0.0322	830341;size=14	4402182;size=14	830341;size=14	79.5	78.2	76.6	83.3	78.2	16	9	39	3	0	1	1.3	N
154519;size=7	0.1429	326101;size=27	284815;size=14	326101;size=27	96.2	92.8	92.8	89.4	92.8	12	4	1	8	0	4	3.4	N
156718;size=7	0.0563	841927;size=29	4379915;size=181	4379915;size=181	88.7	86.3	87.9	89.1	87.9	10	8	20	6	0	0	0.8	N
159537;size=7	0.0045	818371;size=24	579647;size=36	579647;size=36	89.4	88.6	89.0	98.8	89.0	1	0	1	2	0	25	0.4	N
159617;size=7	0.0564	226718;size=35	549009;size=22	549009;size=22	88.1	79.6	87.7	81.7	87.7	7	6	4	22	2	16	0.4	N
183133;size=7	0.0308	4460365;size=19	248032;size=39	248032;size=39	97.9	96.7	97.1	97.1	97.1	2	0	0	4	1	4	0.8	N
204875;size=7	0.04	844576;size=15	213804;size=36	213804;size=36	82.2	75.0	80.9	78.0	80.9	10	7	10	22	5	20	1.3	N
218451;size=7	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
219943;size=7	0.0161	810952;size=48	593863;size=27	593863;size=27	82.6	79.1	82.1	79.6	82.1	3	2	1	18	10	28	0.4	N
225294;size=7	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
226395;size=7	0.0593	100463;size=16	219743;size=15	100463;size=16	80.7	76.4	75.1	76.8	76.4	18	5	16	14	4	20	4.3	N
227019;size=7	0.0376	810595;size=49	207672;size=22	810595;size=49	82.6	81.4	75.7	78.9	81.4	23	6	24	9	6	7	1.2	N
235675;size=7	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
238291;size=7	0.1012	1113203;size=21	253107;size=17	1113203;size=21	91.0	89.7	79.9	81.6	89.7	33	7	13	3	0	1	1.3	N
241950;size=7	0.0217	592443;size=15	4320239;size=51	592443;size=15	89.1	87.9	87.4	95.4	87.9	6	2	16	3	0	8	1.3	N
245925;size=7	0.0551	541715;size=18	625385;size=113	541715;size=18	84.1	82.5	78.5	89.8	82.5	15	1	24	4	0	14	1.6	N
247203;size=7	0.0443	284815;size=14	832287;size=39	832287;size=39	86.0	81.1	84.4	79.8	84.4	5	1	2	25	13	18	1.6	N
247956;size=7	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
2484910;size=7	0.0243	249891;size=18	1113203;size=21	1113203;size=21	82.0	80.3	80.7	78.7	80.7	4	1	1	22	18	24	1.2	N
248797;size=7	0.2866	694537;size=17	329628;size=91	329628;size=91	97.9	76.4	97.5	78.1	97.5	1	0	0	52	0	5	0.4	?
250714;size=7	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
255422;size=7	0.0152	556931;size=26	727764;size=19	556931;size=26	91.9	91.5	90.7	93.5	91.5	4	1	6	5	4	9	0.4	N
275714;size=7	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
282439;size=7	0.3142	151729;size=27	567134;size=24	151729;size=27	95.9	93.9	81.7	80.1	93.9	37	2	2	6	1	5	2.0	Y
285320;size=7	0.015	311991;size=16	4465448;size=14	4465448;size=14	89.3	86.0	88.8	86.0	88.8	1	0	0	18	10	16	0.4	N
311567;size=7	0.0362	4460365;size=19	248032;size=39	248032;size=39	95.9	94.3	95.1	96.7	95.1	3	1	8	4	0	1	0.8	N
367313;size=7	0.1589	768761;size=14	4460365;size=19	768761;size=14	94.7	93.9	84.5	80.8	93.9	26	1	2	10	8	2	0.8	N
3783370;size=7	0.0901	249741;size=14	1144696;size=34	1144696;size=34	84.8	77.9	80.3	78.7	80.3	16	5	14	21	4	14	4.5	N
4140499;size=7	0.0216	810952;size=48	593863;size=27	593863;size=27	83.4	77.2	83.0	80.1	83.0	2	1	1	23	8	30	0.4	N
